"Step","workerpool0-0-DR0-LR0-R0 - Training/epoch_p"
"33","{""_type"":""histogram"",""values"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""bins"":[-0.48148149251937866,-0.46585649251937866,-0.45023149251937866,-0.43460649251937866,-0.41898149251937866,-0.40335649251937866,-0.38773149251937866,-0.37210649251937866,-0.35648149251937866,-0.34085649251937866,-0.32523149251937866,-0.30960649251937866,-0.29398149251937866,-0.27835649251937866,-0.26273149251937866,-0.24710649251937866,-0.23148149251937866,-0.21585649251937866,-0.20023149251937866,-0.18460649251937866,-0.16898149251937866,-0.15335649251937866,-0.13773149251937866,-0.12210649251937866,-0.10648149251937866,-0.09085649251937866,-0.07523149251937866,-0.05960649251937866,-0.04398149251937866,-0.028356492519378662,-0.012731492519378662,0.002893507480621338,0.018518507480621338,0.03414350748062134,0.04976850748062134,0.06539350748062134,0.08101850748062134,0.09664350748062134,0.11226850748062134,0.12789350748062134,0.14351850748062134,0.15914350748062134,0.17476850748062134,0.19039350748062134,0.20601850748062134,0.22164350748062134,0.23726850748062134,0.25289350748062134,0.26851850748062134,0.28414350748062134,0.29976850748062134,0.31539350748062134,0.33101850748062134,0.34664350748062134,0.36226850748062134,0.37789350748062134,0.39351850748062134,0.40914350748062134,0.42476850748062134,0.44039350748062134,0.45601850748062134,0.47164350748062134,0.48726850748062134,0.5028935074806213,0.5185185074806213]}"
